chapter_name,link,qns,ans
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-8-789,Juliana spent $3.30 on a pack of playing cards. She then spent `3/7` of her remaining money on a bottle of milk and a bar of chocolate. She was finally left with `2/5` of her initial money. The cost of the milk bottle was 5 times the cost of the chocolate bar. How much did she pay for the bottle of milk?  Notes to student:,2.75
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-9-790,A bag that is filled with 6 marbles has a mass of 80 g less than an identical bag that has 8 marbles. The mass of each bag is 0.2 of the mass of each marble. What is the mass of a bag that contains 16 marbles? ,648
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-9-791,"Jess has a box that is used to contain her school books. When it was 0.75 filled, the box is 2.4 kg lighter than when it is full. She opened the box and found 12 similar sized books. The mass of each book is 0.05 of the mass of the box when it is completely filled with books. What is the mass of the box with 12 books?  Notes to student:",9.6
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-9-792,"Todd has 18 pens and a pencil box. When Todd puts23of the pens into the pencil box, the pencil box weighs 0.06 kg less than it would if Todd had placed all of the pens into the pencil box. If the mass of the pencil box is 4 times the mass of a pen, find the total mass of the pencil box in grams when it contains all the pens Todd has.   ",220
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-10-793,"Tom earns 30 cents for each glass he sells. For every 45 glasses he sells, he will get a bonus of $1.50 On Tuesday, Tom earns $308.40 How many glasses did he sell? ",928
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-10-794,A newspaper delivery boy earns $3 for every 400 newspapers that he delivers. He is paid a bonus of $3 for the delivery of every 600 newspapers. How many newspapers must he deliver in order to earn $303?,24400
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-10-795,"A teacher awards his students 3 points for each correct answer to the questions in a quiz. She also gives 8 bonus points for every 20 correct answers. If Kim scores 145 points in the quiz, how many correct answers did Kim get? ",43
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-11-1942,"I am thinking of a number. When I shift the decimal point of the number to the right twice, I get a number that is 9954.45 greater in value than the original number. What is the number that I am thinking of?",100.55
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-11-1943,A card has a number written on it. The decimal point of the number is shifted 2 places to the left. The difference between the original number and the new number is 99.594. What is the original number?,100.6
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-12-6646,The cost of a cookie is $1.20 and the cost of a bar of chocolate is $1.60. John spent the same amount of money on the cookies and the chocolates. The number of cookies is 5 more than the number of chocolates. How many cookies did he buy?,20
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-12-6647,"The cost of a cookie is $1.60 and the cost of a candy is $2.40. John spent the same amount of money on the cookies and the candies. If there are 5 more cookies than candies, how many candies did he buy?",10
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-12-6648,"Mary buys some bags and dolls. Each doll cost $35 and each bag cost $50. She spends an equal amount of money on the bags and the dolls. If there are 9 more dolls than bags, how many bags did she buy?",21
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-13-6650,"A box contained some 50-cent coins and 20-cent coins. The total value of all the 50-cent coins was $55 more than the total value of all the 20-cent coins. If there were 50 more 50-cent coins than 20-cent coins, how many 50-cent coins were there?",150
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-13-6651,"A pouch contained some 1-dollar coins and 20-cent coins. The total value of all the 1-dollar coins was $180 more than the total value of all the 20-cent coins. If there were 100 less 20-cent coins than 1-dollar coins, how many 20-cent coins were there?",100
Decimals,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-decimals-if-you-master-decimals-we-bow-to-you-decimals-exercise-13-6652,A bag contained some $1 coins and 20-cent coins. There are 1000 more 20-cent coins that 1-dollar coins in the bag. The total value of the 20-cent coins was $160 more than the total value of the 1-dollar coins. How many 20-cent coins were there?,1050
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-1-796,"There were 188 students on a train. After29of the girls and27of the boys alighted from the train, the number of boys became equal to the number of girls on the train. How many girls were there on the train at first?  ",90
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-1-797,"In a box, there were 238 pencils and erasers. After `1/2` of the erasers and `5/8` of the pencils were sold, the remaining number of pencils became equal to the remaining number of erasers. How many more pencils than erasers were there in the box at first? ",34
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-1-798,"13of the males and25of the females in a park were children. There were a total of 777 people in the park. If the number of women was13of the number of men, how many children were there in the park?",273
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-1-799,"On a Sunday, a football match was held at a stadium. `2/3` of the males and `2/7` of the females in the stadium were children. There was a total of 3741 people in the stadium. If the number of women was twice the number of men, how many more males than females were there in the stadium?",129
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-2-800,"Sheryl runs a shop selling female accessories. At the beginning of this month, she had a total of 1920 hair combs and hair brushes in her shop. By the end of the month, she had sold half of her hair combs and bought another 129 hair brushes. As a result, the number of hair combs is now equal to the number of hair brushes. (a) How many hair combs did she have at the beginning of this month? (b) How many hair brushes did she have at the beginning of this month?   Notes to students:  ","1366,554"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-2-802,"An hour ago, there were a total of 1178 men and women in a seminar. At 1 p.m., 313 women joined the seminar. Also,1414of the men left the seminar to have lunch. In the end, there were an equal number of men and women at the seminar. How many more men than women were there at the seminar at first?    ",526
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-2-804,"Adam had 599 pencils and erasers at first. Then, Jenny gave him 87 erasers. Meanwhile, Adam sold3535of his pencils away. In the end, he had as many pencils as erasers. (a) How many pencils did Adam have at first? (b) How many erasers did Adam have at first?   Notes to students:   ","490,109"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-3-808,There are 620 peacocks and tigers in a zoo. 3535of the peacocks is equal to2727of the tigers. Find the difference in the number of peacocks and tigers in the zoo. ,220
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-3-811,"1414of the cows  is equal to2929of the pigs in a farm. If there are a total of 748 pigs and cows, how many more pigs than cows are there in the farm?",44
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-3-812,"A flower shop has 150 pink and red roses. 2929of the pink roses is equal to4747of the red roses. If each red rose is sold for 30 cents and each pink rose is sold for 18 cents, how much will the florist collect from the sale of all the roses?   Notes to students ",32.04
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-3-814,"A shop sells calculators and phones. 2323of the calculators is equal to611611of the phones in the shop. There are a total of 260 phones and calculators in the shop. Each calculator at the shop cost the shopkeeper $18. If the shopkeeper sells all the calculators at a price of $23.45 each, how much will he earn?    Notes to students",637.65
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-4-818,The total number of staff in the human resource department of a company is 435. The manager of the department found the following information: 13of the female staff is 23 less than14of the male staff. How many males are there in the human resource department?,288
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-4-820,"A pet shop sells rabbits and dogs. In total, there are 782 rabbits and dogs at the pet shop. Robin, the pet shop owner, knows that1313of the total number of rabbits is 26 more than1515of the total number of dogs. If he collects $5677.20 from the sale of all the rabbits, how much did he sell each rabbit for?   Notes to students ",16.60
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-4-821,There are 282 cows and pigs in a field. 14of the cows is 14 less than25of the pigs. How many more cows than pigs are there in the field?  ,22
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-4-822,A hardware store has some nuts and bolts stored in two different boxes. The total number of both the items is 8247. 2323of the number of nuts is 2 less than5959of the number of bolts. (a) Which of the two items is more in number? (b) What is the difference?    Notes to students:,"Bolts,753"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-5-824,A cage in the zoo contains pigeons and peacocks. The number of pigeons in the cage is 60 more than1313of the total number of pigeons and peacocks. The number of peacocks in the cage is 20 more than3535of the total number of pigeons and peacocks. Determine the total number of pigeons and peacocks in the cage.,1200
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-5-829,There are a certain number of people at the zoo. The number of males is 65 more than13of the total number of people in the zoo. The number of females is 85 more than14of the total number of people in the zoo. How many people are there in the zoo? ,360
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-6-831,"Nick had 2214 cows and pigs on his farm. He sold1212of his pigs and bought 68 more cows. As a result, the number of cows became1313of the number of pigs. (a) How many cows were there at first? (b) How many pigs were there at first?   Notes to students:   ","258,1956"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-6-832,"At first, Laura had some money. In all, she had 289 pieces of $10 notes and $5 notes. She then spent4545of her $5 notes on a dress and at the same time she received 8 pieces of $10 notes from her father. In the end, she had1212as many $10 notes as $5 notes. How much money did Laura have at first? ",1540
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-6-833,"A shopkeeper had a total of 406 calculators and phones at first. After he sold1414of his calculators and stocked up on another 74 phones, the number of phones became1313of the number of calculators. (a) How many calculators did he have at first? (b) How many phones did he have at first?   Notes to students:","384,22"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-6-834,"A salesman had a total of 426 sprays and perfumes. He bought 36 more perfumes from the wholesaler, but returned59of the sprays that he had. Following this, the number of perfumes with him became half of the number of sprays left with him. How many sprays did he have in the end?",168
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-7-838,"There are a certain number of children in a school. The first group of children comprises of2727of the children in the school. Each child in the first group received an equal number of buns each. The second group of children comprises of5757of the children in the school. Each child in the second group received thrice as many buns as each child in the first group. If 2244 buns were distributed to 154 children in the school, how many buns did each child from the second group receive?",18
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-7-839,"There are 75 children in an orphanage. The first group of children comprises of3535of the children in the orphanage. The rest of the children in the orphanage formed the second group. Each child in the first group received an equal number of pencils each. Each child in the second group received twice as many pencils as each child in the first group. If 1050 pencils were distributed to all the children in the orphanage, how many pencils did each child from the second group receive?",20
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-7-840,Some homeless people received $48000 from a charitable organisation. 1313of these people received the same amount of money each. The remaining 32 people received twice as much each. (a) How many homeless people were there? (b) How much money was given to the remaining homeless people?    Notes to students:,"48,38400"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-7-841,Helen bought 72 tubs of chocolate and vanilla ice cream for her daughter’s birthday party. She paid a total of $3840. 59of the total number of tubs that she bought were chocolate ice cream. The cost of each tub of vanilla ice cream was58the cost of each tub of chocolate ice cream. Find the cost of one tub of chocolate ice cream.,64
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-8-842,"John spent2525of his money. The amount of money he was left with is equal to1313of Sally's amount of money. If Sally had $44 more than John's original sum of money, how much did John spend?  ",22
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-8-843,There were a total of 3300 mango and apple trees in an orchard. 11161116of the number of mango trees was equal to1414of the number of apple trees. The fruits from 275 mango trees and 605 apple trees were plucked and taken to the market. (a)   How many mango trees still had mangoes to be plucked? (b)   How many apple trees still had apples to be plucked?   Notes to students:,"605,1815"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-8-844,"For an online examination, 19500 candidates had registered their names. 29of the number of boys was equal to421of the number of girls. How many less boys than girls had registered their names?  ",1500
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-8-845,"In an elephant safari,914of the number of female elephants is the same as25of the number of male elephants. There were 170 less female elephants as compared to male elephants. What is the total number of elephants in the safari? ",730
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-9-846,"Bob and Allen had some beads at first. Bob gave1414of his beads to Allen. Next, Allen gave1616of his beads to Bob. As a result, both Bob and Allen had the same number of beads. The total number of beads that both Bob and Allen have is 480. (a) How many beads did Bob have at first? (b) How many beads did Allen have at first?   Notes to students: ","256,224"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-9-847,"Jim and Kelly had some money. Jim gave1414of his money to Kelly. Next, Kelly proceeded to give1616of her money to Jim. In the end, both Jim and Kelly had the same amount of money. If they had a total of $1200, (a) how much did Jim have at first? (b) how much did Kelly have at first?   Notes to students: ","640,560"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-9-848,"Nicole and Susan both have a total of 4320 beads. Nicole first gave1616of her beads to Susan. Next, Susan gave1414of her beads to Nicole. In the end, both Nicole and Susan had the same number of beads. How many more beads than Nicole did Susan have at first?",864
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-9-849,"Two boxes P and Q had a total of 108 ribbons in them. I transferred4949of the ribbons from box P to box Q. After this, I transferred1717of the ribbons from box Q to box P. Finally, both boxes had the same number of ribbons. Find the number of ribbons in each of the boxes at first.","81,27"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-10-850,"Tommy was 8 years old 3 years ago. Currently, he is13as old as his mother. How many years will it take for Tommy to become12as old as his mother?",11
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-10-853,"Gina would be  17 years old in 9 years' time. Currently, she is14as old as her father. How many years will it take for Gina to become13as old as her father?",4
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-10-855,John is currently1616of his father's age. His father is 20 years older than him. How many years will it take for John to be1313as old as his father?,6
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-10-856,Pearl is25as old as her cousin Stella now. Stella will be 68 years old after 13 years. After how many years will Pearl’s age be23of Stella’s age?,44
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-11-1930,"There are 4 bottles labelled P, Q, R and S. These bottles contained a total of 1620 marbles. The number of marbles in S was halved while the number of marbles in P and Q were increased by 110 and decreased by 30 respectively. Eventually, the number of marbles in all 4 bottles became equal. How many marbles were there in bottle S at first?",680
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-11-1931,"4 boxes labelled A, B, C and D contained a total of 1970 beads. The number of beads in A and B were increased by 220 and decreased by 60 respectively. Also, half of the number of beads in D was given away. As a result, the number of beads in all 4 boxes became equal. How many beads were there in box D at first?",852
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-11-1932,"John had 5 bags labelled P, Q, R, S and T. These bags contained a total of 4070 badges. The number of badges in S was doubled while the number of badges in P and Q were increased by 330 and decreased by 60 respectively. The number of badges in bag R stayed constant throughout. In the end, the number of badges in bags P, Q, R and S became equal. If there are no badges in bag T, how many badges were there in bag S in the end?",1240
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-12-1933,"Hector, Kenny and Elliot went shopping with $2190. Kenny spent $80 and Hector spent2525of his money. Hector spent half as much as Elliot and had $160 less than what Elliot had left. In the end, Kenny and Hector had the same amount of money left. How much money had Elliot at first?",1070
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-12-1934,"Heidi, Kelly and Eton went shopping with $2730. Kelly spent $90. Heidi spent3434of her money. Eton spent twice as much as Heidi and had $120 more than what Heidi had left. If Kelly and Heidi had the same amount of money left in the end, how much money had Eton at first?",1590
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-12-1935,"Helen, Kylie and Edward went shopping with $2310. Helen spent34of her money and Kylie spent $180. Helen spent13as much as Edward and had $240 less than what Edward had left. If Kylie and Helen had the same amount of money left in the end, how much money had Helen at first?",504
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-13-1936,"Alex, Wendy and Pamela had 9164 beads. Wendy has 1450 beads. Alex then gave2525of his beads to Wendy. Subsequently, Wendy gave 110 beads to Pamela. Eventually, Alex had thrice as many beads as Pamela. (a) How many beads did Alex have at first? (b) How many beads did Pamela have at first?  Note to students: If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","6520,1194"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-13-1937,"Adam, Wendy and Pamela had 2340 beads. Adam then gave2525of his beads to Wendy. Subsequently, Wendy gave 90 beads to Pamela. Eventually, Adam had thrice as many beads as Pamela. If Wendy had 630 beads at first, how many beads did Adam have at first?",1500
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-13-1938,"Alex, Wendy and Pamela had 2480 beads. Alex then gave1414of his beads to Wendy. Subsequently, Wendy gave 80 beads to Pamela. Eventually, Alex had twice as many beads as Pamela. If Wendy had 360 beads at first, how many beads did Alex have at first?",1600
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-14-1950,"Gary and Mary have 170 marbles. Gary gave1414of his marbles away and Mary gave1313of her marbles away. As a result, they had a total of 120 marbles left. (a) How many marbles did Gary have at first? (b) How many marbles did Mary have at first?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","80,90"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-14-1951,"Andy and Tom have some beads. Andy gave some beads away and had1313of his original number of beads left. Tom gave1616of his beads away. As a result, Andy and Tom had a total of 220 beads left. If they had a total of 480 beads at first, how many beads did Tom have at first?",120
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-14-1952,"There are 124 apples and oranges in a basket. 4747of the oranges and5858of the apples are eaten. In the end, there were 48 fruits left in the basket. How many apples were there in the basket originally?",96
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-15-1963,"John had1313as many erasers as pens. He went to an orphanage and gave each orphan 4 erasers and 3 pens. Subsequently, he discovered that he had 6 erasers and 180 pens left. (a) How many orphans were there in the orphanage? (b) How many erasers did John have at first?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","18,78"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-15-1964,"Tina purchased1515as many sweets as buns for her birthday party. She invited some children to her birthday party and gave each child 6 sweets and 5 buns. In the end, she had 480 buns and 26 sweets left. (a) How many children were there at the party? (b) How many sweets and buns did Tina purchase?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","14,660"
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-16-3810,"John can paint a wall in 2 hours. Mary can paint the same wall in 5 hours. If they worked together to paint the wall, how long will they take to complete painting the wall?  Note to students: If your answer to the above is a mixed number, give your answer as a b/c",137
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-16-3813,"Tap A can fill container C in 4 hours. Tap B can fill container C in 2 hours. How long would it take an empty container C to be completely filled with water when both taps A and B were turned on together? Note to students: (1) Container C was empty when both taps were turned on. (2) If your answer to the above is a mixed number, give your answer as a b/c",113
Fractions,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-fractions-as-easy-as-abc-fractions-exercise-16-3819,"John can erect a 100-metre fence in 2 hours. Tom can erect a 100-metre fence in 4 hours. Dominic can erect a 100-metre fence in 5 hours. If all of them work together, how long will it take them to erect a 100-metre fence?  Note to students: If your answer to the above is a mixed number, give your answer as a b/c",1119
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-1-874,"3737of a tank was filled with oil. John needs to pour in another 88 litres of oil so that the tank becomes completely filled. (a)   What was the volume of the tank? (b)   What was the width of the base of the tank, if the length of the base was 80 cm and the height of the tank was 38.5 cm   Notes to students:","154,50"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-1-875,"A rectangular tank had 75 litres of oil. 16211621of it was empty. (a) Calculate the volume of the tank. (b) What is the area of the base of the tank, given that the width and height of the tank are 60 cm and 50 cm respectively ?   Notes to students:","315,6300"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-1-876,There were 532 litres of water in a container. 2929of the container was empty. (a) What is the volume of the container? (b) The container has a height of 100 cm. The length of its base is 76 cm. Calculate the area of the base.   Notes to students:,"684,6840"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-1-877,"617617of a tank was empty. The tank contained 176 litres of a liquid. (a) Calculate the volume of the tank. (b) The width of the base of the tank is4545of its length. Given that the area of the base is 2000 cm2, what is the height of the tank? (c) Calculate the perimeter of the base if the width of the base of the tank is4545of its length.   Notes to students:","272,136,180"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-2-878,A bottle can contain a maximum of 4 litres of water. 76 such bottles of water were poured into an empty tank measuring 190 cm by 160 cm by 90 cm. Find the height of the water in the tank in the end.,10
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-2-879,10 bottles of kerosene were scooped out from a container measuring 210 cm by 170 cm by 80 cm which was filled with kerosene to the brim. Each bottle had a capacity of 17.85 litres. Find the drop in the level of kerosene in the container.,5
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-2-880,15 barrels of water were scooped out of a tank measuring 250 cm by 160 cm by 120 cm which was completely filled with water. Each barrel had a capacity of 20 litres. Find the drop in the height of water in the tank.   Notes to students:,7.5
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-3-881,The base of a cuboid is a square with an area of  49 cm2. Its height and the edge of the square face are in the ratio 10:7. (a) What is the volume of the cuboid? (b) Find the total surface area of the cuboid.   Notes to students:,"490,378"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-3-882,A cuboid has a square base of area 64 cm2. The height and the edge of the base are in the ratio 6:1. (a) What is the total surface area of the cuboid? (b) Find its volume.   Notes to students:,"1664,3072"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-3-883,The figure shown above is a cuboid. Each rectangular face has a perimeter of 242 cm. The ratio of the breadth to the length of each rectangular face is 3:8. (a) What is the total surface area of the cuboid? (b) Calculate the volume of the cuboid.   Notes to students:,"27104,255552"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-3-888,The figure shown above is a cuboid. The ratio of the width to length of its rectangular face is 4:5. The rectangular face has an area of 80 cm2as shown. (a) Find the volume of the cuboid. (b) Calculate the total surface area of all the faces of the cuboid.   Notes to students:,"800,520"
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-4-890,"From a rectangular foam block measuring 45 cm by 35 cm by 25 cm, how many foam cubes of edge 5 cm can be cut?",315
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-4-894,Mary has an empty rectangular box measuring 32 cm by 28 cm x 24 cm. What is the maximum number of small cubes of edge 4 cm that she can pack into the box?,336
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-4-895,John has an empty container of dimensions 72 cm by 54 cm x 36 cm. What is the maximum number of cubes of edge 6 cm that he can place into the above container?  ,648
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-4-896,"Francis had a rubber block measuring 49 cm by 56 cm by 70 cm. He required 5000 cubes of edge 3.5 cm. After cutting out the maximum number of such cubes possible from the above block, how many cubes was he still short of?  ",520
Volume,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-volume-it-s-all-in-the-dimensions-volume-exercise-4-897,Samantha had 2000 cubes of edge 9 cm. She placed the maximum number of cubes possible into a container of dimensions 1.8 m by 1.08 m by 72 cm. How many cubes was she unable to place in the container? ,80
